"created","tp","pre","hum","amb"
2018-05-16 16:50:00,33.01,722.76,41.53,37.68
2018-05-16 16:50:12,32.98,722.68,41.52,37.7
2018-05-16 16:50:24,0,722.76,41.51,37.71
2018-05-16 16:50:25,32.98,0,0,0
2018-05-16 16:50:37,32.94,722.76,41.5,37.72
2018-05-16 16:50:49,32.98,722.76,41.48,37.72
2018-05-16 16:51:01,32.98,722.76,41.48,37.73
2018-05-16 16:51:12,33.05,722.76,41.45,37.74
2018-05-16 16:51:24,32.94,722.76,41.44,37.74
2018-05-16 16:51:36,32.94,722.68,41.43,37.75
2018-05-16 16:51:48,32.94,722.76,41.41,37.75
2018-05-16 16:52:00,0,722.68,41.4,37.75
2018-05-16 16:52:01,32.98,0,0,0
2018-05-16 16:52:12,33.01,722.68,41.37,37.77
2018-05-16 16:52:24,33.08,722.68,41.35,37.78
2018-05-16 16:52:35,0,722.68,41.34,37.79
2018-05-16 16:52:36,32.98,0,0,0
2018-05-16 16:52:47,32.98,722.68,41.33,37.79
2018-05-16 16:52:59,32.98,722.68,41.31,37.8
2018-05-16 16:53:11,33.05,722.68,41.31,37.81
2018-05-16 16:53:23,0,722.68,41.29,37.82
2018-05-16 16:53:24,33.08,0,0,0
2018-05-16 16:53:36,33.11,722.68,41.27,37.82
2018-05-16 16:53:48,33.05,722.68,41.25,37.83
2018-05-16 16:53:59,0,0,41.24,0
2018-05-16 16:54:00,33.05,722.68,0,37.83
2018-05-16 16:54:11,0,0,41.22,0
2018-05-16 16:54:12,33.08,722.68,0,37.84
2018-05-16 16:54:23,0,0,41.21,0
2018-05-16 16:54:24,33.15,722.68,0,37.84
2018-05-16 16:54:35,0,0,41.19,0
2018-05-16 16:54:36,33.05,722.61,0,37.86
2018-05-16 16:54:48,33.15,722.68,41.18,37.86
2018-05-16 16:55:00,33.11,722.61,41.16,37.87
2018-05-16 16:55:12,0,722.61,41.14,0
2018-05-16 16:55:13,33.15,0,0,37.88
2018-05-16 16:55:24,0,0,41.12,0
2018-05-16 16:55:25,33.08,722.61,0,37.88
2018-05-16 16:55:36,0,722.61,41.1,0
2018-05-16 16:55:37,33.11,0,0,37.89
2018-05-16 16:55:49,33.11,722.68,41.09,37.89
2018-05-16 16:56:00,0,0,41.08,0
2018-05-16 16:56:01,33.15,722.68,0,37.9
2018-05-16 16:56:13,33.11,722.61,41.03,37.9
2018-05-16 16:56:25,33.15,722.61,41.01,37.91
2018-05-16 16:56:37,0,0,40.99,0
2018-05-16 16:56:38,33.08,722.61,0,37.91
2018-05-16 16:56:49,0,722.61,40.96,37.91
2018-05-16 16:56:50,33.18,0,0,0
2018-05-16 16:57:01,33.08,722.61,40.96,37.93
2018-05-16 16:57:13,33.18,722.61,40.95,37.93
2018-05-16 16:57:25,0,722.61,40.92,37.93
2018-05-16 16:57:26,33.15,0,0,0
2018-05-16 16:57:37,33.11,722.53,40.93,37.93
2018-05-16 16:57:49,33.11,722.61,40.9,37.93
2018-05-16 16:58:00,0,0,40.86,0
2018-05-16 16:58:01,33.21,722.53,0,37.95
2018-05-16 16:58:13,33.15,722.61,40.85,37.95
2018-05-16 16:58:25,33.11,722.61,40.85,37.95
2018-05-16 16:58:37,33.15,722.61,40.85,37.96
2018-05-16 16:58:49,33.15,722.53,40.8,37.95
2018-05-16 16:59:01,33.11,722.61,40.8,37.96
2018-05-16 16:59:12,33.18,722.61,40.76,37.97
2018-05-16 16:59:24,33.18,722.61,40.74,37.97
2018-05-16 16:59:36,33.18,722.53,40.71,37.97
2018-05-16 16:59:47,0,0,40.69,0
2018-05-16 16:59:48,33.05,722.61,0,37.97
2018-05-16 17:00:00,33.11,722.53,40.68,37.98
2018-05-16 17:00:12,33.25,722.53,40.7,37.97
2018-05-16 17:00:23,0,0,40.68,0
2018-05-16 17:00:24,33.15,722.61,0,37.98
2018-05-16 17:00:36,0,0,40.66,0
2018-05-16 17:00:37,33.15,722.61,0,37.97
2018-05-16 17:00:50,33.32,722.53,40.61,37.98
2018-05-16 17:01:02,33.18,722.61,40.59,37.98
2018-05-16 17:01:14,33.15,722.53,40.56,37.98
2018-05-16 17:01:27,33.11,722.53,40.56,37.98
2018-05-16 17:01:39,0,722.53,40.56,0
2018-05-16 17:01:40,33.15,0,0,37.98
2018-05-16 17:01:51,0,722.61,40.53,37.98
2018-05-16 17:01:52,33.18,0,0,0
2018-05-16 17:02:03,33.18,722.53,40.52,37.98
2018-05-16 17:02:15,33.11,722.53,40.51,37.99
2018-05-16 17:02:26,33.15,722.53,40.48,37.98
2018-05-16 17:02:38,33.11,722.53,40.49,37.98
2018-05-16 17:02:50,33.18,722.53,40.48,37.99
2018-05-16 17:03:01,33.08,722.53,40.47,37.98
2018-05-16 17:03:13,33.25,722.53,40.48,37.98
2018-05-16 17:03:25,33.05,722.53,40.5,37.99
2018-05-16 17:03:36,0,722.53,40.48,37.98
2018-05-16 17:03:37,33.18,0,0,0
2018-05-16 17:03:48,33.25,722.53,40.48,37.99
2018-05-16 17:04:00,33.21,722.61,40.47,37.99
2018-05-16 17:04:12,33.18,722.53,40.46,37.99
2018-05-16 17:04:23,0,722.53,40.46,0
2018-05-16 17:04:24,33.28,0,0,37.99
2018-05-16 17:04:35,0,722.53,40.46,0
2018-05-16 17:04:36,33.25,0,0,37.99
2018-05-16 17:04:47,0,722.53,40.45,38
2018-05-16 17:04:48,33.15,0,0,0
2018-05-16 17:04:59,33.21,722.53,40.45,37.99
2018-05-16 17:05:11,33.21,722.46,40.45,37.99
2018-05-16 17:05:23,33.21,722.53,40.46,38
2018-05-16 17:05:34,33.21,722.61,40.45,38
2018-05-16 17:05:46,33.18,722.61,40.45,38
2018-05-16 17:05:58,33.35,722.53,40.44,38
2018-05-16 17:06:10,33.21,722.53,40.44,38.02
2018-05-16 17:06:22,33.25,722.53,40.44,38.02
2018-05-16 17:06:33,33.21,722.61,40.44,38.02
2018-05-16 17:06:45,33.25,722.61,40.43,38.03
2018-05-16 17:06:56,0,0,40.42,0
2018-05-16 17:06:57,33.25,722.53,0,38.03
2018-05-16 17:07:09,33.28,722.53,40.43,38.03
2018-05-16 17:07:21,33.11,722.61,40.43,38.04
2018-05-16 17:07:33,0,722.53,40.43,0
2018-05-16 17:07:34,33.18,0,0,38.04
2018-05-16 17:07:46,33.28,722.53,40.41,38.05
2018-05-16 17:07:58,33.28,722.61,40.42,38.04
2018-05-16 17:08:10,33.25,722.61,40.41,38.05
2018-05-16 17:08:22,33.21,722.53,40.4,38.05
2018-05-16 17:08:33,0,722.61,40.38,38.06
2018-05-16 17:08:34,33.32,0,0,0
2018-05-16 17:08:45,33.21,722.61,40.4,38.06
2018-05-16 17:08:56,0,0,40.39,0
2018-05-16 17:08:57,33.32,722.53,0,38.06
2018-05-16 17:09:08,0,722.61,40.39,0
2018-05-16 17:09:09,33.21,0,0,38.07
2018-05-16 17:09:20,0,722.61,40.4,0
2018-05-16 17:09:21,33.28,0,0,38.07
2018-05-16 17:09:32,0,722.61,40.41,38.08
2018-05-16 17:09:33,33.35,0,0,0
2018-05-16 17:09:44,33.35,722.53,40.39,38.08
2018-05-16 17:09:56,33.28,722.61,40.41,38.08
2018-05-16 17:10:08,33.28,722.53,40.4,38.08
2018-05-16 17:10:20,33.35,722.53,40.41,38.09
2018-05-16 17:10:32,33.38,722.61,40.41,38.09
2018-05-16 17:10:43,33.25,722.61,40.41,38.09
2018-05-16 17:10:55,33.25,722.53,40.38,38.09
2018-05-16 17:11:06,0,0,40.37,0
2018-05-16 17:11:07,33.32,722.61,0,38.11
2018-05-16 17:11:18,0,722.53,40.36,0
2018-05-16 17:11:19,33.35,0,0,38.11
2018-05-16 17:11:30,0,0,40.34,0
2018-05-16 17:11:31,33.25,722.61,0,38.12
2018-05-16 17:11:42,0,722.61,40.31,0
2018-05-16 17:11:43,33.32,0,0,38.12
2018-05-16 17:11:55,0,722.61,40.29,38.13
2018-05-16 17:11:56,33.32,0,0,0
2018-05-16 17:12:07,0,722.53,40.29,38.13
2018-05-16 17:12:08,33.28,0,0,0
2018-05-16 17:12:19,0,0,40.27,0
2018-05-16 17:12:20,33.28,722.53,0,38.14
2018-05-16 17:12:31,0,722.61,40.25,0
2018-05-16 17:12:32,33.28,0,0,38.14
2018-05-16 17:12:43,33.38,722.61,40.23,38.15
2018-05-16 17:12:55,33.45,722.61,40.22,38.15
2018-05-16 17:13:06,0,0,40.2,0
2018-05-16 17:13:07,33.32,722.61,0,38.15
2018-05-16 17:13:18,33.35,722.53,40.19,38.15
2018-05-16 17:13:30,33.28,722.61,40.15,38.16
2018-05-16 17:13:42,33.32,722.53,40.14,38.15
2018-05-16 17:13:53,33.21,722.53,40.16,38.15
2018-05-16 17:14:05,33.32,722.53,40.13,38.16
2018-05-16 17:14:17,33.28,722.61,40.12,38.16
2018-05-16 17:14:28,33.32,722.61,40.12,38.16
2018-05-16 17:14:40,0,722.53,40.09,38.15
2018-05-16 17:14:41,33.35,0,0,0
2018-05-16 17:14:52,0,722.53,40.09,0
2018-05-16 17:14:53,33.32,0,0,38.15
2018-05-16 17:15:05,0,722.61,40.09,0
2018-05-16 17:15:06,0,0,0,38.16
2018-05-16 17:15:07,33.42,0,0,0
2018-05-16 17:15:19,33.38,722.53,40.09,38.16
2018-05-16 17:15:31,0,722.53,40.08,0
2018-05-16 17:15:32,33.32,0,0,38.16
2018-05-16 17:15:43,0,0,40.07,0
2018-05-16 17:15:44,33.28,722.61,0,38.16
2018-05-16 17:15:57,0,722.53,40.06,38.16
2018-05-16 17:15:58,33.32,0,0,0
2018-05-16 17:16:10,0,722.53,40.05,0
2018-05-16 17:16:11,33.38,0,0,38.16
2018-05-16 17:16:22,0,0,40.04,0
2018-05-16 17:16:23,33.35,722.53,0,38.16
2018-05-16 17:16:35,0,0,40.03,0
2018-05-16 17:16:36,33.32,722.53,0,38.16
2018-05-16 17:16:48,33.42,722.53,40.01,38.16
2018-05-16 17:16:59,33.38,722.53,40.01,38.16
2018-05-16 17:17:11,33.38,722.53,40,38.18
2018-05-16 17:17:23,33.35,722.61,39.99,38.16
2018-05-16 17:17:35,33.32,722.53,39.99,38.18
2018-05-16 17:17:47,33.35,722.53,39.96,38.18
2018-05-16 17:17:59,33.38,722.53,39.97,38.18
2018-05-16 17:18:11,33.38,722.53,39.97,38.18
2018-05-16 17:18:22,33.35,722.53,39.97,38.18
2018-05-16 17:18:34,33.35,722.53,39.97,38.18
2018-05-16 17:18:45,0,722.53,39.97,38.18
2018-05-16 17:18:46,33.38,0,0,0
2018-05-16 17:18:57,33.38,722.53,39.93,38.18
2018-05-16 17:19:09,33.32,722.53,39.93,38.18
2018-05-16 17:19:20,33.38,722.53,39.9,38.18
2018-05-16 17:19:32,33.38,722.61,39.92,38.18
2018-05-16 17:19:44,0,722.53,39.91,38.18
2018-05-16 17:19:45,33.42,0,0,0
2018-05-16 17:19:57,33.38,722.53,39.9,38.2
2018-05-16 17:20:09,33.35,722.53,39.89,38.18
2018-05-16 17:20:21,33.32,722.53,39.89,38.2
2018-05-16 17:20:32,0,722.53,39.85,38.2
2018-05-16 17:20:33,33.42,0,0,0
2018-05-16 17:20:44,33.25,722.53,39.84,38.2
2018-05-16 17:20:56,33.35,722.53,39.85,38.2
2018-05-16 17:21:07,0,722.53,39.87,0
2018-05-16 17:21:08,33.32,0,0,38.2
2018-05-16 17:21:19,0,722.53,39.85,0
2018-05-16 17:21:20,33.42,0,0,38.2
2018-05-16 17:21:31,33.35,722.53,39.84,38.2
2018-05-16 17:21:43,33.38,722.53,39.84,38.21
2018-05-16 17:21:55,33.35,722.53,39.84,38.21
2018-05-16 17:22:07,0,722.53,39.83,38.21
2018-05-16 17:22:08,33.38,0,0,0
2018-05-16 17:22:19,33.32,722.53,39.84,38.21
2018-05-16 17:22:31,33.28,722.53,39.83,38.21
2018-05-16 17:22:43,33.25,722.53,39.81,38.21
2018-05-16 17:22:55,33.32,722.61,39.81,38.21
2018-05-16 17:23:07,33.32,722.53,39.81,38.21
2018-05-16 17:23:18,33.35,722.53,39.81,38.21
2018-05-16 17:23:30,33.35,722.53,39.8,38.21
2018-05-16 17:23:41,33.38,722.61,39.79,38.22
2018-05-16 17:23:53,33.28,722.61,39.79,38.22
2018-05-16 17:24:04,0,722.61,39.77,0
2018-05-16 17:24:05,33.28,0,0,38.22
2018-05-16 17:24:16,0,722.61,39.75,0
2018-05-16 17:24:17,33.32,0,0,38.22
2018-05-16 17:24:28,33.42,722.61,39.75,38.22
2018-05-16 17:24:40,33.35,722.53,39.75,38.22
2018-05-16 17:24:51,33.45,722.53,39.75,38.22
2018-05-16 17:25:03,33.35,722.53,39.73,38.23
