"created","tp9"
2018-05-08 09:45:03,125.28
2018-05-08 09:45:21,94.19999999999999
2018-05-08 09:45:22,31.4
2018-05-08 09:45:40,125.08
2018-05-08 09:45:58,125.28
2018-05-08 09:46:16,125.08
2018-05-08 09:46:34,125.08
2018-05-08 09:46:52,124.92
2018-05-08 09:47:10,124.92
2018-05-08 09:47:28,125.08
2018-05-08 09:47:46,125.08
2018-05-08 09:48:04,124.92
2018-05-08 09:48:22,31.14
2018-05-08 09:48:23,93.42
2018-05-08 09:48:41,62.28
2018-05-08 09:48:42,62.28
2018-05-08 09:48:59,62.46
2018-05-08 09:49:00,62.46
2018-05-08 09:49:18,31.14
2018-05-08 09:49:19,93.42
2018-05-08 09:49:38,62.28
2018-05-08 09:49:39,62.28
2018-05-08 09:49:56,124.92
2018-05-08 09:50:14,124.92
2018-05-08 09:50:32,124.56
2018-05-08 09:50:51,124.56
2018-05-08 09:51:09,124.56
2018-05-08 09:51:27,124.92
2018-05-08 09:51:45,124.92
2018-05-08 09:52:03,125.08
2018-05-08 09:52:21,125.08
2018-05-08 09:52:39,125.08
2018-05-08 09:52:57,124.92
2018-05-08 09:53:15,124.56
2018-05-08 09:53:33,124.36
2018-05-08 09:53:51,124.36
2018-05-08 09:54:09,124.2
2018-05-08 09:54:28,124.2
2018-05-08 09:54:46,124.36
2018-05-08 09:55:04,124.56
2018-05-08 09:55:21,93.27
2018-05-08 09:55:22,31.09
2018-05-08 09:55:40,124.36
2018-05-08 09:56:13,124.2
2018-05-08 09:56:31,124.2
2018-05-08 09:56:49,124.2
2018-05-08 09:57:07,124.2
2018-05-08 09:57:25,124.2
2018-05-08 09:57:44,123.84
2018-05-08 09:58:02,123.84
2018-05-08 09:58:20,123.64
2018-05-08 09:58:37,124
2018-05-08 09:58:55,124
2018-05-08 09:59:13,124
2018-05-08 09:59:31,124
2018-05-08 09:59:49,124
2018-05-08 10:00:07,123.84
2018-05-08 10:00:25,61.92
2018-05-08 10:00:26,61.92
2018-05-08 10:00:44,124.2
2018-05-08 10:01:02,123.68
2018-05-08 10:01:19,31
2018-05-08 10:01:20,93
2018-05-08 10:01:39,124.36
2018-05-08 10:01:56,31.09
2018-05-08 10:01:57,93.27
2018-05-08 10:02:14,93.15
2018-05-08 10:02:15,31.05
2018-05-08 10:02:32,124.36
2018-05-08 10:02:50,123.88
2018-05-08 10:03:08,123.68
2018-05-08 10:03:27,124.36
2018-05-08 10:03:46,124.36
2018-05-08 10:04:05,123.52
2018-05-08 10:04:23,123.68
2018-05-08 10:04:42,123.88
2018-05-08 10:05:00,124.04
2018-05-08 10:05:18,124.56
2018-05-08 10:05:36,124.56
2018-05-08 10:05:54,124.04
2018-05-08 10:06:12,124.04
2018-05-08 10:06:30,124.04
2018-05-08 10:06:47,124.04
2018-05-08 10:07:05,124.56
2018-05-08 10:07:23,124.04
2018-05-08 10:07:41,124.4
2018-05-08 10:07:59,31.23
2018-05-08 10:08:00,93.69
2018-05-08 10:08:18,124.04
2018-05-08 10:08:36,124.04
2018-05-08 10:08:54,123.88
2018-05-08 10:09:12,123.88
2018-05-08 10:09:30,61.84
2018-05-08 10:09:31,61.84
2018-05-08 10:09:49,123.68
2018-05-08 10:10:07,92.64
2018-05-08 10:10:08,30.88
2018-05-08 10:10:25,61.94
2018-05-08 10:10:26,61.94
2018-05-08 10:10:42,30.97
2018-05-08 10:10:43,92.91
2018-05-08 10:11:01,124.04
2018-05-08 10:11:19,124.4
2018-05-08 10:11:37,124.6
2018-05-08 10:11:55,31.19
2018-05-08 10:11:56,93.57000000000001
2018-05-08 10:12:14,124.76
2018-05-08 10:12:32,124.92
2018-05-08 10:12:51,124.76
2018-05-08 10:13:09,124.92
2018-05-08 10:13:27,124.76
2018-05-08 10:13:46,124.6
2018-05-08 10:14:03,124.6
2018-05-08 10:14:21,124.6
2018-05-08 10:14:39,124.6
2018-05-08 10:14:57,124.76
2018-05-08 10:15:15,124.76
2018-05-08 10:15:33,124.4
2018-05-08 10:15:50,62.02
2018-05-08 10:15:51,62.02
2018-05-08 10:16:08,62.2
2018-05-08 10:16:09,62.2
2018-05-08 10:16:27,93.03
2018-05-08 10:16:28,31.01
2018-05-08 10:16:45,124.4
2018-05-08 10:17:03,124.4
2018-05-08 10:17:21,93.30000000000001
2018-05-08 10:17:22,31.1
2018-05-08 10:17:40,123.92
2018-05-08 10:17:58,124.6
2018-05-08 10:18:16,124.4
2018-05-08 10:18:34,124.04
2018-05-08 10:18:52,124.04
2018-05-08 10:19:10,124.04
2018-05-08 10:19:28,124.4
2018-05-08 10:19:45,124.04
2018-05-08 10:20:03,61.84
2018-05-08 10:20:04,61.84
2018-05-08 10:20:21,123.68
2018-05-08 10:20:39,123.2
2018-05-08 10:20:57,123
2018-05-08 10:21:15,123
2018-05-08 10:21:33,30.8
2018-05-08 10:21:34,92.4
2018-05-08 10:21:52,123.88
2018-05-08 10:22:10,123.88
2018-05-08 10:22:28,123.56
2018-05-08 10:22:46,123.92
2018-05-08 10:23:03,123.92
2018-05-08 10:23:21,124.08
2018-05-08 10:23:39,123.56
2018-05-08 10:23:57,30.89
2018-05-08 10:23:58,92.67
2018-05-08 10:24:16,61.96
2018-05-08 10:24:17,61.96
2018-05-08 10:24:36,123.92
2018-05-08 10:24:53,124.08
2018-05-08 10:25:11,123.92
2018-05-08 10:25:29,61.96
2018-05-08 10:25:30,61.96
2018-05-08 10:25:48,123.56
2018-05-08 10:26:06,123.92
2018-05-08 10:26:24,123.56
2018-05-08 10:26:42,123.92
2018-05-08 10:27:00,123.92
2018-05-08 10:27:18,123.56
2018-05-08 10:27:36,92.67
2018-05-08 10:27:37,30.89
2018-05-08 10:27:54,30.98
2018-05-08 10:27:55,92.94
2018-05-08 10:28:12,93.21000000000001
2018-05-08 10:28:13,31.07
2018-05-08 10:28:30,124.08
2018-05-08 10:28:48,92.94
2018-05-08 10:28:49,30.98
2018-05-08 10:29:06,30.89
2018-05-08 10:29:07,92.67
2018-05-08 10:29:24,61.68
2018-05-08 10:29:25,61.68
2018-05-08 10:29:43,123.56
2018-05-08 10:30:00,61.68
2018-05-08 10:30:01,61.68
2018-05-08 10:30:19,123.2
2018-05-08 10:30:37,123.2
2018-05-08 10:30:54,30.84
2018-05-08 10:30:55,92.52
2018-05-08 10:31:12,92.16
2018-05-08 10:31:13,30.72
2018-05-08 10:31:30,92.52
2018-05-08 10:31:31,30.84
2018-05-08 10:31:49,123.36
2018-05-08 10:32:06,123.2
2018-05-08 10:32:24,123.36
2018-05-08 10:32:42,30.8
2018-05-08 10:32:43,92.4
2018-05-08 10:33:01,123.04
2018-05-08 10:33:18,61.7
2018-05-08 10:33:19,61.7
2018-05-08 10:33:36,30.98
2018-05-08 10:33:37,92.94
2018-05-08 10:33:55,123.4
2018-05-08 10:34:13,123.76
2018-05-08 10:34:32,123.6
2018-05-08 10:34:51,123.56
2018-05-08 10:35:09,122.88
2018-05-08 10:35:27,122.88
2018-05-08 10:35:45,123.4
2018-05-08 10:36:04,92.28
2018-05-08 10:36:05,30.76
2018-05-08 10:36:22,30.85
2018-05-08 10:36:23,92.55000000000001
2018-05-08 10:36:41,123.4
2018-05-08 10:36:59,123.6
2018-05-08 10:37:17,61.8
2018-05-08 10:37:18,61.8
2018-05-08 10:37:36,92.69999999999999
2018-05-08 10:37:37,30.9
2018-05-08 10:37:55,123.04
2018-05-08 10:38:13,123.4
2018-05-08 10:38:31,123.6
2018-05-08 10:38:50,123.6
2018-05-08 10:39:08,123.4
2018-05-08 10:39:26,123.4
2018-05-08 10:39:45,123.4
2018-05-08 10:40:03,123.4
2018-05-08 10:40:21,123.4
2018-05-08 10:40:40,123.04
2018-05-08 10:40:59,123.04
2018-05-08 10:41:17,30.85
2018-05-08 10:41:18,92.55000000000001
2018-05-08 10:41:36,123.4
2018-05-08 10:41:54,123.04
2018-05-08 10:42:12,61.52
2018-05-08 10:42:13,61.52
2018-05-08 10:42:30,30.85
2018-05-08 10:42:31,92.55000000000001
2018-05-08 10:42:49,123.6
2018-05-08 10:43:07,123.92
2018-05-08 10:43:26,124.28
2018-05-08 10:43:45,124.84
2018-05-08 10:44:02,62.5
2018-05-08 10:44:03,62.5
2018-05-08 10:44:21,125.36
2018-05-08 10:44:39,125.36
2018-05-08 10:44:57,125.36
2018-05-08 10:45:15,125.36
2018-05-08 10:45:33,94.02
2018-05-08 10:45:34,31.34
2018-05-08 10:45:52,125.36
2018-05-08 10:46:10,125.36
2018-05-08 10:46:27,125.36
2018-05-08 10:46:45,125.2
2018-05-08 10:47:03,125.2
2018-05-08 10:47:20,125.2
2018-05-08 10:47:38,93.9
2018-05-08 10:47:39,31.3
2018-05-08 10:47:56,31.3
2018-05-08 10:47:57,93.9
2018-05-08 10:48:15,125.2
2018-05-08 10:48:33,125.2
2018-05-08 10:48:52,125.2
2018-05-08 10:49:10,125.2
2018-05-08 10:49:28,125.2
2018-05-08 10:49:46,62.34
2018-05-08 10:49:47,62.34
2018-05-08 10:50:05,124.68
2018-05-08 10:50:23,93.9
2018-05-08 10:50:24,31.3
2018-05-08 10:50:42,124.68
2018-05-08 10:51:00,124.88
2018-05-08 10:51:18,31.3
2018-05-08 10:51:19,93.9
2018-05-08 10:51:37,125.36
2018-05-08 10:51:54,62.68
2018-05-08 10:51:55,62.68
2018-05-08 10:52:13,125.36
2018-05-08 10:52:30,62.34
2018-05-08 10:52:31,62.34
2018-05-08 10:52:47,93.51
2018-05-08 10:52:48,31.17
2018-05-08 10:53:05,124.68
2018-05-08 10:53:23,93.9
2018-05-08 10:53:24,31.3
2018-05-08 10:53:41,124.68
2018-05-08 10:53:59,124.68
2018-05-08 10:54:17,125.2
2018-05-08 10:54:34,125.2
2018-05-08 10:54:52,125.2
2018-05-08 10:55:13,31.3
2018-05-08 10:55:14,62.6
2018-05-08 10:55:15,31.3
2018-05-08 10:55:35,62.6
2018-05-08 10:55:36,62.6
2018-05-08 10:55:55,31.17
2018-05-08 10:55:56,31.17
2018-05-08 10:55:57,62.34
2018-05-08 10:56:16,31.3
2018-05-08 10:56:17,62.6
2018-05-08 10:56:18,31.3
2018-05-08 10:56:36,124.68
2018-05-08 10:56:53,31.17
2018-05-08 10:56:54,93.51
2018-05-08 10:57:11,62.34
2018-05-08 10:57:12,62.34
2018-05-08 10:57:29,93.51
2018-05-08 10:57:30,31.17
2018-05-08 10:57:47,125.2
2018-05-08 10:58:06,125.36
2018-05-08 10:58:24,125.2
2018-05-08 10:58:42,125.36
2018-05-08 10:59:00,125.36
2018-05-08 10:59:20,31.22
2018-05-08 10:59:21,31.22
2018-05-08 10:59:22,31.22
2018-05-08 10:59:23,31.22
2018-05-08 10:59:42,31.39
2018-05-08 10:59:43,62.78
2018-05-08 10:59:44,31.39
2018-05-08 11:00:04,31.39
2018-05-08 11:00:05,31.39
2018-05-08 11:00:06,31.39
2018-05-08 11:00:07,31.39
2018-05-08 11:00:26,125.04
2018-05-08 11:00:44,125.04
2018-05-08 11:01:03,125.56
2018-05-08 11:01:21,125.72
2018-05-08 11:01:40,31.26
2018-05-08 11:01:41,31.26
2018-05-08 11:01:42,31.26
2018-05-08 11:01:43,31.26
2018-05-08 11:02:02,62.52
2018-05-08 11:02:03,62.52
2018-05-08 11:02:23,62.52
2018-05-08 11:02:24,31.26
2018-05-08 11:02:25,31.26
2018-05-08 11:02:44,31.26
2018-05-08 11:02:45,31.26
2018-05-08 11:02:46,62.52
2018-05-08 11:03:05,125.04
2018-05-08 11:03:23,125.56
2018-05-08 11:03:41,125.72
2018-05-08 11:03:59,125.72
2018-05-08 11:04:17,125.24
2018-05-08 11:04:35,125.24
2018-05-08 11:04:53,125.24
2018-05-08 11:05:11,125.24
2018-05-08 11:05:29,125.04
2018-05-08 11:05:46,31.26
2018-05-08 11:05:47,93.78
2018-05-08 11:06:05,31.26
2018-05-08 11:06:06,62.52
2018-05-08 11:06:07,31.26
2018-05-08 11:06:26,62.78
2018-05-08 11:06:27,31.39
2018-05-08 11:06:28,31.39
2018-05-08 11:06:46,62.52
2018-05-08 11:06:47,62.52
2018-05-08 11:07:05,125.04
2018-05-08 11:07:23,125.04
2018-05-08 11:07:41,31.26
2018-05-08 11:07:42,93.78
2018-05-08 11:07:59,62.52
2018-05-08 11:08:00,62.52
2018-05-08 11:08:18,31.26
2018-05-08 11:08:19,62.52
2018-05-08 11:08:20,31.26
2018-05-08 11:08:39,31.31
2018-05-08 11:08:40,31.31
2018-05-08 11:08:41,31.31
2018-05-08 11:08:42,31.31
2018-05-08 11:09:02,31.26
2018-05-08 11:09:03,31.26
2018-05-08 11:09:04,31.26
2018-05-08 11:09:05,31.26
2018-05-08 11:09:26,31.31
2018-05-08 11:09:27,62.62
2018-05-08 11:09:28,31.31
2018-05-08 11:09:46,125.24
2018-05-08 11:10:04,125.24
2018-05-08 11:10:23,125.24
2018-05-08 11:10:41,125.72
2018-05-08 11:10:58,62.86
2018-05-08 11:10:59,62.86
2018-05-08 11:11:18,125.72
2018-05-08 11:11:36,31.31
2018-05-08 11:11:37,93.92999999999999
2018-05-08 11:11:56,125.24
2018-05-08 11:12:14,94.05000000000001
2018-05-08 11:12:15,31.35
2018-05-08 11:12:32,31.31
2018-05-08 11:12:33,93.92999999999999
2018-05-08 11:12:52,125.4
2018-05-08 11:13:10,125.4
2018-05-08 11:13:28,94.05000000000001
2018-05-08 11:13:29,31.35
2018-05-08 11:13:46,31.35
2018-05-08 11:13:47,94.05000000000001
2018-05-08 11:14:05,125.4
2018-05-08 11:14:22,125.4
2018-05-08 11:14:40,125.4
2018-05-08 11:14:58,62.7
2018-05-08 11:14:59,62.7
2018-05-08 11:15:17,125.4
2018-05-08 11:15:35,94.19999999999999
2018-05-08 11:15:36,31.4
2018-05-08 11:15:53,31.35
2018-05-08 11:15:54,94.05000000000001
2018-05-08 11:16:11,31.35
2018-05-08 11:16:12,94.05000000000001
2018-05-08 11:16:30,125.4
2018-05-08 11:16:47,125.6
2018-05-08 11:17:05,62.8
2018-05-08 11:17:06,62.8
2018-05-08 11:17:24,125.6
2018-05-08 11:17:42,125.6
2018-05-08 11:18:00,94.19999999999999
2018-05-08 11:18:01,31.4
2018-05-08 11:18:19,125.6
2018-05-08 11:18:38,126.08
2018-05-08 11:18:56,125.6
2018-05-08 11:19:13,94.05000000000001
2018-05-08 11:19:14,31.35
2018-05-08 11:19:32,125.6
2018-05-08 11:19:52,31.4
2018-05-08 11:19:53,31.4
2018-05-08 11:19:54,31.4
2018-05-08 11:19:55,31.4
2018-05-08 11:20:13,125.6
2018-05-08 11:20:32,31.4
2018-05-08 11:20:33,31.4
2018-05-08 11:20:34,62.8
2018-05-08 11:20:54,31.4
2018-05-08 11:20:55,31.4
2018-05-08 11:20:56,31.4
2018-05-08 11:20:57,31.4
2018-05-08 11:21:17,62.8
2018-05-08 11:21:18,31.4
2018-05-08 11:21:19,31.4
