"created","prevp"
2018-06-02 22:07:00,720.05952
2018-06-02 23:00:00,22.3518476
2018-06-03 00:00:00,7.125589
2018-06-03 01:00:00,7.5756262
2018-06-03 02:00:00,18.0764942
2018-06-03 03:00:00,29.7774614
2018-06-03 04:00:00,30.3025048
2018-06-03 05:00:00,36.2279946
2018-06-03 06:00:00,37.2030752
2018-06-03 07:00:00,37.3530876
2018-06-03 08:00:00,36.9030504
2018-06-03 09:00:00,37.128069
2018-06-03 10:00:00,37.128069
2018-06-03 11:00:00,36.753038
2018-06-03 12:00:00,36.753038
2018-06-03 13:00:00,36.8280442
2018-06-03 14:00:00,36.753038
2018-06-03 15:00:00,32.0276474
2018-06-03 16:00:00,21.001736
2018-06-03 17:00:00,18.8265562
2018-06-03 18:00:00,33.3027528
2018-06-03 19:00:00,36.9030504
2018-06-03 20:00:00,37.128069
2018-06-03 21:00:00,37.2030752
2018-06-03 22:00:00,37.4280938
2018-06-03 23:00:00,26.4771886
2018-06-04 00:00:00,22.6518724
2018-06-04 01:00:00,21.8268042
2018-06-04 02:00:00,36.9030504
2018-06-04 03:00:00,37.128069
2018-06-04 04:00:00,37.5031
2018-06-04 05:00:00,38.628193
2018-06-04 06:00:00,37.7281186
2018-06-04 07:00:00,20.4766926
2018-06-04 08:00:00,17.4014384
2018-06-04 09:00:00,36.9030504
2018-06-04 10:00:00,37.6531124
2018-06-04 11:00:00,38.4031744
2018-06-04 12:00:00,38.4031744
2018-06-04 13:00:00,36.5280194
2018-06-04 14:00:00,28.2023312
2018-06-04 15:00:00,16.5763702
2018-06-04 16:00:00,15.376271
2018-06-04 17:00:00,36.9780566
2018-06-04 18:00:00,38.9282178
2018-06-04 19:00:00,38.7031992
2018-06-04 20:00:00,39.0782302
2018-06-04 21:00:00,40.0533108
2018-06-04 22:00:00,27.4522692
2018-06-04 23:00:00,14.7012152
2018-06-05 00:00:00,13.2760974
2018-06-05 01:00:00,4.2003472
2018-06-05 02:00:00,1.5751302
2018-06-05 03:00:00,1.2000992
2018-06-05 04:00:00,1.0500868
2018-06-05 05:00:00,0.6750558
2018-06-05 06:00:00,0.64505332
2018-06-05 07:00:00,0.606050096
2018-06-05 08:00:00,0.54754526
2018-06-05 09:00:00,0.50254154
2018-06-05 10:00:00,0.46503844
2018-06-05 11:00:00,0.43503596
2018-06-05 12:00:00,0.38253162
2018-06-05 13:00:00,0.375031
2018-06-05 14:00:00,0.35252914
2018-06-05 15:00:00,0.3375279
2018-06-05 16:00:00,0.32252666
2018-06-05 17:00:00,0.31502604
2018-06-05 18:00:00,0.29252418
2018-06-05 19:00:00,0.27002232
2018-06-05 20:00:00,0.2625217
2018-06-05 21:00:00,0.25502108
2018-06-05 22:00:00,0.24752046
2018-06-05 23:00:00,0.24001984
2018-06-06 00:00:00,0.23251922
2018-06-06 01:00:00,0.2250186
2018-06-06 02:00:00,0.2250186
2018-06-06 03:00:00,0.21751798
2018-06-06 04:00:00,0.21751798
2018-06-06 05:00:00,0.20251674
2018-06-06 06:00:00,0.20251674
2018-06-06 07:00:00,0.19501612
2018-06-06 08:00:00,0.19501612
2018-06-06 09:00:00,0.1875155
2018-06-06 10:00:00,0.1875155
2018-06-06 11:00:00,0.1875155
2018-06-06 12:00:00,0.18001488
2018-06-06 13:00:00,0.17251426
2018-06-06 14:00:00,0.17251426
2018-06-06 15:00:00,0.17251426
2018-06-06 16:00:00,0.17251426
2018-06-06 17:00:00,0.17251426
2018-06-06 18:00:00,0.18001488
2018-06-06 19:00:00,0.16501364
2018-06-06 20:00:00,0.16501364
2018-06-06 21:00:00,0.16501364
2018-06-06 22:00:00,0.16501364
2018-06-06 23:00:00,0.15751302
2018-06-06 00:00:00,0.15751302
2018-06-06 01:00:00,0.1500124
2018-06-06 02:00:00,0.1500124
2018-06-06 03:00:00,0.14251178
2018-06-06 04:00:00,0.14251178
2018-06-06 05:00:00,0.14251178
2018-06-06 06:00:00,0.14251178
2018-06-06 07:00:00,0.14251178
2018-06-06 08:00:00,0.14251178
2018-06-06 09:00:00,0.14251178
2018-06-06 10:00:00,0.13501116
2018-06-06 11:00:00,0.13501116
2018-06-06 12:00:00,0.13501116
2018-06-06 13:00:00,0.13501116
2018-06-06 14:00:00,0.12751054
2018-06-06 15:00:00,0.12751054
2018-06-06 15:15:00,0.12751054
