datetime,Value
2018-05-01 15:00:00,0.120
2018-05-01 16:00:00,0.120
2018-05-01 17:00:00,0.120
2018-05-01 18:00:00,0.120
2018-05-01 19:00:00,0.120
2018-05-01 20:00:00,0.120
2018-05-01 21:00:00,0.120
2018-05-01 22:00:00,0.120
2018-05-01 23:00:00,0.120
2018-05-02 0:00:00,0.120
2018-05-02 1:00:00,0.120
2018-05-02 2:00:00,0.120
2018-05-02 3:00:00,0.120
2018-05-02 4:00:00,0.120
2018-05-02 5:00:00,0.120
2018-05-02 6:00:00,0.120
2018-05-02 7:00:00,0.120
2018-05-02 8:00:00,0.120
2018-05-02 9:00:00,0.120
2018-05-02 10:00:00,0.120
2018-05-02 11:00:00,0.120
2018-05-02 12:00:00,0.120
2018-05-02 13:00:00,0.120
2018-05-02 14:00:00,0.110
2018-05-02 15:00:00,0.110
2018-05-02 16:00:00,0.110
2018-05-02 17:00:00,0.110
2018-05-02 18:00:00,0.110
2018-05-02 19:00:00,0.110
2018-05-02 20:00:00,0.108
2018-05-02 21:00:00,0.108
2018-05-02 22:00:00,0.107
2018-05-02 23:00:00,0.107
2018-05-03 0:00:00,0.107
2018-05-03 1:00:00,0.107
2018-05-03 2:00:00,0.107
2018-05-03 3:00:00,0.107
2018-05-03 4:00:00,0.107
2018-05-03 5:00:00,0.107
2018-05-03 6:00:00,0.107
2018-05-03 7:00:00,0.107
2018-05-03 8:00:00,0.107
2018-05-03 9:00:00,0.107
2018-05-03 10:00:00,0.107
2018-05-03 11:00:00,0.107
2018-05-03 12:00:00,0.580
2018-05-03 13:00:00,0.250
2018-05-03 14:00:00,0.150
2018-05-03 15:00:00,0.130
2018-05-03 16:00:00,0.130
2018-05-03 17:00:00,0.125
2018-05-03 18:00:00,0.120
2018-05-03 19:00:00,0.115
2018-05-03 20:00:00,0.112
2018-05-03 21:00:00,0.108
2018-05-03 22:00:00,0.106
2018-05-03 23:00:00,0.105
2018-05-04 0:00:00,0.105
2018-05-04 1:00:00,0.105
2018-05-04 2:00:00,0.105
2018-05-04 3:00:00,0.105
2018-05-04 4:00:00,0.105
2018-05-04 5:00:00,0.105
2018-05-04 6:00:00,0.105
2018-05-04 7:00:00,0.105
2018-05-04 8:00:00,0.105
2018-05-04 9:00:00,0.105
2018-05-04 10:00:00,0.105
2018-05-04 11:00:00,0.105
2018-05-04 12:00:00,0.105
2018-05-04 13:00:00,0.100
2018-05-04 14:00:00,0.090
2018-05-04 15:00:00,0.080
2018-05-04 16:00:00,0.072
2018-05-04 17:00:00,0.067
2018-05-04 18:00:00,0.060
2018-05-04 19:00:00,0.055
2018-05-04 20:00:00,0.050
2018-05-04 21:00:00,0.050
2018-05-04 22:00:00,0.050
2018-05-04 23:00:00,0.050
2018-05-05 0:00:00,0.050
2018-05-05 1:00:00,0.050
2018-05-05 2:00:00,0.050
2018-05-05 3:00:00,0.050
2018-05-05 4:00:00,0.050
2018-05-05 5:00:00,0.050
2018-05-05 6:00:00,0.050
2018-05-05 7:00:00,0.050
2018-05-05 8:00:00,0.050
2018-05-05 9:00:00,0.050
2018-05-05 10:00:00,0.050
2018-05-05 11:00:00,0.050
2018-05-05 12:00:00,0.049
2018-05-05 13:00:00,0.049
2018-05-05 14:00:00,0.049
2018-05-05 15:00:00,0.049
2018-05-05 16:00:00,0.049
2018-05-05 17:00:00,0.049
2018-05-05 18:00:00,0.049
2018-05-05 19:00:00,0.049
2018-05-05 20:00:00,0.049
2018-05-05 21:00:00,0.049
2018-05-05 22:00:00,0.049
2018-05-05 23:00:00,0.049
2018-05-06 0:00:00,0.049
2018-05-06 1:00:00,0.049
2018-05-06 2:00:00,0.049
2018-05-06 3:00:00,0.049
2018-05-06 4:00:00,0.049
2018-05-06 5:00:00,0.049
2018-05-06 6:00:00,0.049
2018-05-06 7:00:00,0.049
2018-05-06 8:00:00,0.049
2018-05-06 9:00:00,0.049
2018-05-06 10:00:00,0.049
2018-05-06 11:00:00,0.049
2018-05-06 12:00:00,0.049
2018-05-06 13:00:00,0.049
2018-05-06 14:00:00,0.049
