datetime,Value
2018-04-29 3:00:00,0.210
2018-04-29 4:00:00,0.210
2018-04-29 5:00:00,0.210
2018-04-29 6:00:00,0.210
2018-04-29 7:00:00,0.210
2018-04-29 8:00:00,0.210
2018-04-29 9:00:00,0.210
2018-04-29 10:00:00,0.210
2018-04-29 11:00:00,0.210
2018-04-29 12:00:00,0.210
2018-04-29 13:00:00,500.0
2018-04-29 14:00:00,500.0
2018-04-29 15:00:00,500.0
2018-04-29 16:00:00,0.350
2018-04-29 17:00:00,0.200
2018-04-29 18:00:00,0.190
2018-04-29 19:00:00,0.180
2018-04-29 20:00:00,0.179
2018-04-29 21:00:00,0.178
2018-04-29 22:00:00,0.177
2018-04-29 23:00:00,0.176
2018-04-30 0:00:00,0.175
2018-04-30 1:00:00,0.174
2018-04-30 2:00:00,0.173
2018-04-30 3:00:00,0.172
2018-04-30 4:00:00,0.172
2018-04-30 5:00:00,0.172
2018-04-30 6:00:00,0.171
2018-04-30 7:00:00,0.171
2018-04-30 8:00:00,0.171
2018-04-30 9:00:00,0.169
2018-04-30 10:00:00,0.169
2018-04-30 11:00:00,0.169
2018-04-30 12:00:00,0.165
2018-04-30 13:00:00,0.160
2018-04-30 14:00:00,0.155
2018-04-30 15:00:00,0.153
2018-04-30 16:00:00,0.150
2018-04-30 17:00:00,0.147
2018-04-30 18:00:00,0.145
2018-04-30 19:00:00,0.145
2018-04-30 20:00:00,0.144
2018-04-30 21:00:00,0.143
2018-04-30 22:00:00,0.140
2018-04-30 23:00:00,0.135
2018-05-01 0:00:00,0.130
2018-05-01 1:00:00,0.125
2018-05-01 2:00:00,0.120
2018-05-01 3:00:00,0.115
2018-05-01 4:00:00,0.110
2018-05-01 5:00:00,0.105
2018-05-01 6:00:00,0.100
2018-05-01 7:00:00,0.098
2018-05-01 8:00:00,0.096
2018-05-01 9:00:00,0.090
2018-05-01 10:00:00,0.089
2018-05-01 11:00:00,0.088
2018-05-01 12:00:00,0.080
2018-05-01 13:00:00,0.070
2018-05-01 14:00:00,0.060
2018-05-01 15:00:00,0.050
2018-05-01 16:00:00,0.050
2018-05-01 17:00:00,0.050
2018-05-01 18:00:00,0.050
2018-05-01 19:00:00,0.050
2018-05-01 20:00:00,0.050
2018-05-01 21:00:00,0.050
2018-05-01 22:00:00,0.050
2018-05-01 23:00:00,0.050
2018-05-02 0:00:00,0.050
2018-05-02 1:00:00,0.050
2018-05-02 2:00:00,0.050
2018-05-02 3:00:00,0.050
2018-05-02 4:00:00,0.050
2018-05-02 5:00:00,0.050
2018-05-02 6:00:00,0.050
2018-05-02 7:00:00,0.050
2018-05-02 8:00:00,0.050
2018-05-02 9:00:00,0.049
2018-05-02 10:00:00,0.049
2018-05-02 11:00:00,0.049
2018-05-02 12:00:00,0.049
2018-05-02 13:00:00,0.049
2018-05-02 14:00:00,0.049
2018-05-02 15:00:00,0.049
2018-05-02 16:00:00,0.049
2018-05-02 17:00:00,0.049
2018-05-02 18:00:00,0.049
2018-05-02 19:00:00,0.049
2018-05-02 20:00:00,0.048
2018-05-02 21:00:00,0.048
2018-05-02 22:00:00,0.048
2018-05-02 23:00:00,0.048
2018-05-03 0:00:00,0.048
2018-05-03 1:00:00,0.048
2018-05-03 2:00:00,0.048
2018-05-03 3:00:00,0.048
2018-05-03 4:00:00,0.048
2018-05-03 5:00:00,0.048
2018-05-03 6:00:00,0.047
2018-05-03 7:00:00,0.046
2018-05-03 8:00:00,0.046
2018-05-03 9:00:00,0.046
2018-05-03 10:00:00,0.046
2018-05-03 11:00:00,0.046
2018-05-03 12:00:00,0.046
2018-05-03 13:00:00,0.046
2018-05-03 14:00:00,0.046
2018-05-03 15:00:00,0.046
2018-05-03 16:00:00,0.046
2018-05-03 17:00:00,0.046
2018-05-03 18:00:00,0.046
2018-05-03 19:00:00,0.046
2018-05-03 20:00:00,0.046
2018-05-03 21:00:00,0.046
2018-05-03 22:00:00,0.046
2018-05-03 23:00:00,0.046
2018-05-04 0:00:00,0.046
2018-05-04 1:00:00,0.046
2018-05-04 2:00:00,0.046
2018-05-04 3:00:00,0.045
2018-05-04 4:00:00,0.045
2018-05-04 5:00:00,0.045
2018-05-04 6:00:00,0.045
