datetime,Value
2018-05-12 18:00:00,760.0
2018-05-12 19:00:00,5.0
2018-05-12 20:00:00,4.0
2018-05-12 21:00:00,3.0
2018-05-12 22:00:00,2.0
2018-05-12 23:00:00,1.0
2018-05-13 0:00:00,0.9
2018-05-13 1:00:00,0.800
2018-05-13 2:00:00,0.700
2018-05-13 3:00:00,0.600
2018-05-13 4:00:00,0.500
2018-05-13 5:00:00,0.450
2018-05-13 6:00:00,0.425
2018-05-13 7:00:00,0.400
2018-05-13 8:00:00,0.380
2018-05-13 9:00:00,0.360
2018-05-13 10:00:00,0.350
2018-05-13 11:00:00,0.340
2018-05-13 12:00:00,0.320
2018-05-13 13:00:00,0.300
2018-05-13 14:00:00,0.295
2018-05-13 15:00:00,0.290
2018-05-13 16:00:00,0.280
2018-05-13 17:00:00,0.270
2018-05-13 18:00:00,0.260
2018-05-13 19:00:00,0.250
2018-05-13 20:00:00,0.240
2018-05-13 21:00:00,0.230
2018-05-13 22:00:00,0.225
2018-05-13 23:00:00,0.220
2018-05-14 0:00:00,0.215
2018-05-14 1:00:00,0.210
2018-05-14 2:00:00,0.205
2018-05-14 3:00:00,0.200
2018-05-14 4:00:00,0.198
2018-05-14 5:00:00,0.196
2018-05-14 6:00:00,0.194
2018-05-14 7:00:00,0.192
2018-05-14 8:00:00,0.190
2018-05-14 9:00:00,0.189
2018-05-14 10:00:00,0.188
2018-05-14 11:00:00,0.187
2018-05-14 12:00:00,0.186
2018-05-14 13:00:00,0.182
2018-05-14 14:00:00,0.178
2018-05-14 15:00:00,0.175
2018-05-14 16:00:00,0.175
2018-05-14 17:00:00,0.175
2018-05-14 18:00:00,0.175
2018-05-14 19:00:00,0.175
2018-05-14 20:00:00,0.175
2018-05-14 21:00:00,0.175
2018-05-14 22:00:00,0.175
2018-05-14 23:00:00,0.175
2018-05-15 0:00:00,0.175
2018-05-15 1:00:00,0.150
2018-05-15 2:00:00,0.130
2018-05-15 3:00:00,0.099
2018-05-15 4:00:00,0.099
2018-05-15 5:00:00,0.098
2018-05-15 6:00:00,0.096
2018-05-15 7:00:00,0.095
2018-05-15 8:00:00,0.095
2018-05-15 9:00:00,0.094
2018-05-15 10:00:00,0.093
2018-05-15 11:00:00,0.092
2018-05-15 12:00:00,0.092
2018-05-15 13:00:00,0.092
2018-05-15 14:00:00,0.092
2018-05-15 15:00:00,0.092
2018-05-15 16:00:00,0.091
2018-05-15 17:00:00,0.090
2018-05-15 18:00:00,0.090
2018-05-15 19:00:00,0.084
2018-05-15 20:00:00,0.084
2018-05-15 21:00:00,0.084
2018-05-15 22:00:00,0.084
2018-05-15 23:00:00,0.084
2018-05-16 0:00:00,0.084
2018-05-16 1:00:00,0.084
2018-05-16 2:00:00,0.084
2018-05-16 3:00:00,0.084
2018-05-16 4:00:00,0.083
2018-05-16 5:00:00,0.083
2018-05-16 6:00:00,0.083
2018-05-16 7:00:00,0.083
2018-05-16 8:00:00,0.083
2018-05-16 9:00:00,0.083
2018-05-16 10:00:00,0.083
2018-05-16 11:00:00,0.083
2018-05-16 12:00:00,0.083
2018-05-16 13:00:00,0.083
2018-05-16 14:00:00,0.083
2018-05-16 15:00:00,0.083
2018-05-16 16:00:00,0.083
2018-05-16 17:00:00,0.083
2018-05-16 18:00:00,0.083
2018-05-16 19:00:00,0.083
2018-05-16 20:00:00,0.083
2018-05-16 21:00:00,0.083
2018-05-16 22:00:00,0.083
2018-05-16 23:00:00,0.083
2018-05-17 0:00:00,0.083
2018-05-17 1:00:00,0.083
2018-05-17 2:00:00,0.083
2018-05-17 3:00:00,0.083
2018-05-17 4:00:00,0.083
2018-05-17 5:00:00,0.083
2018-05-17 6:00:00,0.083
2018-05-17 7:00:00,0.083
2018-05-17 8:00:00,0.083
2018-05-17 9:00:00,760
2018-05-17 10:00:00,760
2018-05-17 11:00:00,760
2018-05-17 12:00:00,760
2018-05-17 13:00:00,760
2018-05-17 14:00:00,760
2018-05-17 15:00:00,760
2018-05-17 16:00:00,760
2018-05-17 17:00:00,760
2018-05-17 18:00:00,760
2018-05-17 19:00:00,760
2018-05-17 20:00:00,760
2018-05-17 21:00:00,760
2018-05-17 22:00:00,760
2018-05-17 23:00:00,760
2018-05-18 0:00:00,760
2018-05-18 1:00:00,760
2018-05-18 2:00:00,0.9
2018-05-18 3:00:00,0.6
2018-05-18 4:00:00,0.5
2018-05-18 5:00:00,0.48
2018-05-18 6:00:00,0.46
2018-05-18 7:00:00,0.44
2018-05-18 8:00:00,0.43
2018-05-18 9:00:00,0.42
2018-05-18 10:00:00,0.41
2018-05-18 11:00:00,0.4
2018-05-18 12:00:00,0.38
2018-05-18 13:00:00,0.37
2018-05-18 14:00:00,0.365
