datetime,Value
2018-05-05 19:00:00,760.0
2018-05-05 20:00:00,5.0
2018-05-05 21:00:00,5.0
2018-05-05 22:00:00,5.0
2018-05-05 23:00:00,5.0
2018-05-06 0:00:00,5.0
2018-05-06 1:00:00,5.0
2018-05-06 2:00:00,5.0
2018-05-06 3:00:00,5.0
2018-05-06 4:00:00,5.0
2018-05-06 5:00:00,5.0
2018-05-06 6:00:00,5.0
2018-05-06 7:00:00,5.0
2018-05-06 8:00:00,5.0
2018-05-06 9:00:00,5.0
2018-05-06 10:00:00,5.0
2018-05-06 11:00:00,5.0
2018-05-06 12:00:00,4.0
2018-05-06 13:00:00,3.5
2018-05-06 14:00:00,3.0
2018-05-06 15:00:00,2.8
2018-05-06 16:00:00,2.6
2018-05-06 17:00:00,2.6
2018-05-06 18:00:00,2.5
2018-05-06 19:00:00,2.5
2018-05-06 20:00:00,2.4
2018-05-06 21:00:00,2.3
2018-05-06 22:00:00,2.2
2018-05-06 23:00:00,2.1
2018-05-07 0:00:00,2.0
2018-05-07 1:00:00,1.9
2018-05-07 2:00:00,1.8
2018-05-07 3:00:00,1.7
2018-05-07 4:00:00,1.6
2018-05-07 5:00:00,1.5
2018-05-07 6:00:00,1.4
2018-05-07 7:00:00,1.3
2018-05-07 8:00:00,1.0
2018-05-07 9:00:00,0.950
2018-05-07 10:00:00,0.700
2018-05-07 11:00:00,0.500
2018-05-07 12:00:00,0.350
2018-05-07 13:00:00,0.300
2018-05-07 14:00:00,0.290
2018-05-07 15:00:00,0.280
2018-05-07 16:00:00,0.270
2018-05-07 17:00:00,0.270
2018-05-07 18:00:00,0.250
2018-05-07 19:00:00,0.230
2018-05-07 20:00:00,0.220
2018-05-07 21:00:00,0.215
2018-05-07 22:00:00,0.210
2018-05-07 23:00:00,0.205
2018-05-08 0:00:00,0.200
2018-05-08 1:00:00,0.190
2018-05-08 2:00:00,0.185
2018-05-08 3:00:00,0.180
2018-05-08 4:00:00,0.175
2018-05-08 5:00:00,0.170
2018-05-08 6:00:00,0.165
2018-05-08 7:00:00,0.160
2018-05-08 8:00:00,0.155
2018-05-08 9:00:00,0.150
2018-05-08 10:00:00,0.147
2018-05-08 11:00:00,0.144
2018-05-08 12:00:00,0.140
2018-05-08 13:00:00,0.140
2018-05-08 14:00:00,0.140
2018-05-08 15:00:00,0.140
2018-05-08 16:00:00,0.140
2018-05-08 17:00:00,0.135
2018-05-08 18:00:00,0.124
2018-05-08 19:00:00,0.123
2018-05-08 20:00:00,0.120
2018-05-08 21:00:00,0.119
2018-05-08 22:00:00,0.115
2018-05-08 23:00:00,0.114
2018-05-09 0:00:00,0.113
2018-05-09 1:00:00,0.112
2018-05-09 2:00:00,0.111
2018-05-09 3:00:00,0.110
2018-05-09 4:00:00,0.105
2018-05-09 5:00:00,0.100
2018-05-09 6:00:00,0.100
2018-05-09 7:00:00,0.100
2018-05-09 8:00:00,0.090
2018-05-09 9:00:00,0.080
2018-05-09 10:00:00,0.070
2018-05-09 11:00:00,0.060
2018-05-09 12:00:00,0.057
2018-05-09 13:00:00,0.054
2018-05-09 14:00:00,0.050
2018-05-09 15:00:00,0.050
2018-05-09 16:00:00,0.050
2018-05-09 17:00:00,0.050
2018-05-09 18:00:00,0.050
2018-05-09 19:00:00,0.050
2018-05-09 20:00:00,0.050
2018-05-09 21:00:00,0.050
2018-05-09 22:00:00,0.050
2018-05-09 23:00:00,0.050
2018-05-10 0:00:00,0.050
2018-05-10 1:00:00,0.050
2018-05-10 2:00:00,0.050
2018-05-10 3:00:00,0.050
2018-05-10 4:00:00,0.050
2018-05-10 5:00:00,0.050
2018-05-10 6:00:00,0.050
2018-05-10 7:00:00,0.050
2018-05-10 8:00:00,0.050
2018-05-10 9:00:00,0.050
2018-05-10 10:00:00,0.050
2018-05-10 11:00:00,0.050
2018-05-10 12:00:00,0.050
2018-05-10 13:00:00,0.050
2018-05-10 14:00:00,0.050
2018-05-10 15:00:00,0.490
2018-05-10 16:00:00,0.490
2018-05-10 17:00:00,0.490
2018-05-10 18:00:00,0.490
2018-05-10 19:00:00,0.490
2018-05-10 20:00:00,0.490
2018-05-10 21:00:00,0.490
2018-05-10 22:00:00,0.490
2018-05-10 23:00:00,0.490
2018-05-11 0:00:00,0.490
2018-05-11 1:00:00,0.490
2018-05-11 2:00:00,0.490
2018-05-11 3:00:00,0.490
2018-05-11 4:00:00,0.490
2018-05-11 5:00:00,0.490
2018-05-11 6:00:00,0.490
2018-05-11 7:00:00,0.490
2018-05-11 8:00:00,0.490
2018-05-11 9:00:00,0.490
2018-05-11 10:00:00,0.490
2018-05-11 11:00:00,0.490
2018-05-11 12:00:00,0.490
2018-05-11 13:00:00,0.490
2018-05-11 14:00:00,0.490
2018-05-11 15:00:00,0.490
2018-05-11 16:00:00,0.490
2018-05-11 17:00:00,0.490
2018-05-11 18:00:00,0.490
2018-05-11 19:00:00,0.490
2018-05-11 20:00:00,0.490
