datetime,Value
2018-05-24 16:00:00,760.0
2018-05-24 17:00:00,5.0
2018-05-24 18:00:00,5.0
2018-05-24 19:00:00,5.0
2018-05-24 20:00:00,3.5
2018-05-24 21:00:00,3.0
2018-05-24 22:00:00,1.0
2018-05-24 23:00:00,0.900
2018-05-25 0:00:00,0.800
2018-05-25 1:00:00,0.700
2018-05-25 2:00:00,0.600
2018-05-25 3:00:00,0.550
2018-05-25 4:00:00,0.500
2018-05-25 5:00:00,0.450
2018-05-25 6:00:00,0.430
2018-05-25 7:00:00,0.400
2018-05-25 8:00:00,0.380
2018-05-25 9:00:00,0.370
2018-05-25 10:00:00,0.360
2018-05-25 11:00:00,0.350
2018-05-25 12:00:00,0.340
2018-05-25 13:00:00,0.320
2018-05-25 14:00:00,0.300
2018-05-25 15:00:00,0.290
2018-05-25 16:00:00,0.280
2018-05-25 17:00:00,0.270
2018-05-25 18:00:00,0.260
2018-05-25 19:00:00,0.260
2018-05-25 20:00:00,0.260
2018-05-25 21:00:00,0.260
2018-05-25 22:00:00,0.260
2018-05-25 23:00:00,0.260
2018-05-26 0:00:00,0.260
2018-05-26 1:00:00,0.260
2018-05-26 2:00:00,0.260
2018-05-26 3:00:00,0.260
2018-05-26 4:00:00,0.260
2018-05-26 5:00:00,0.260
2018-05-26 6:00:00,0.255
2018-05-26 7:00:00,0.250
2018-05-26 8:00:00,0.240
2018-05-26 9:00:00,0.230
2018-05-26 10:00:00,0.220
2018-05-26 11:00:00,0.210
2018-05-26 12:00:00,0.180
2018-05-26 13:00:00,0.170
2018-05-26 14:00:00,0.160
2018-05-26 15:00:00,0.140
2018-05-26 16:00:00,0.100
2018-05-26 17:00:00,0.099
2018-05-26 18:00:00,0.098
2018-05-26 19:00:00,0.098
2018-05-26 20:00:00,0.098
2018-05-26 21:00:00,0.098
2018-05-26 22:00:00,0.098
2018-05-26 23:00:00,0.098
2018-05-27 0:00:00,0.098
2018-05-27 1:00:00,0.098
2018-05-27 2:00:00,0.098
2018-05-27 3:00:00,0.098
2018-05-27 4:00:00,0.098
2018-05-27 5:00:00,0.098
2018-05-27 6:00:00,0.098
2018-05-27 7:00:00,0.098
2018-05-27 8:00:00,0.098
2018-05-27 9:00:00,0.098
2018-05-27 10:00:00,0.098
2018-05-27 11:00:00,0.098
2018-05-27 12:00:00,0.096
2018-05-27 13:00:00,0.094
2018-05-27 14:00:00,0.090
2018-05-27 15:00:00,0.088
2018-05-27 16:00:00,0.085
2018-05-27 17:00:00,0.075
2018-05-27 18:00:00,0.075
2018-05-27 19:00:00,0.074
2018-05-27 20:00:00,0.074
2018-05-27 21:00:00,0.074
2018-05-27 22:00:00,0.074
2018-05-27 23:00:00,0.074
2018-05-28 0:00:00,0.074
2018-05-28 1:00:00,0.074
2018-05-28 2:00:00,0.074
2018-05-28 3:00:00,0.074
2018-05-28 4:00:00,0.073
2018-05-28 5:00:00,0.073
2018-05-28 6:00:00,0.073
2018-05-28 7:00:00,0.073
2018-05-28 8:00:00,0.073
2018-05-28 9:00:00,0.073
2018-05-28 10:00:00,0.072
2018-05-28 11:00:00,0.072
2018-05-28 12:00:00,0.070
2018-05-28 13:00:00,0.068
2018-05-28 14:00:00,0.067
2018-05-28 15:00:00,0.066
2018-05-28 16:00:00,0.065
2018-05-28 17:00:00,0.061
2018-05-28 18:00:00,0.060
2018-05-28 19:00:00,0.060
2018-05-28 20:00:00,0.060
2018-05-28 21:00:00,0.060
