"created_at","data"
2018-05-19 14:00:11,37.66
2018-05-19 14:00:22,37.67
2018-05-19 14:00:33,37.67
2018-05-19 14:00:44,37.68
2018-05-19 14:00:56,37.68
2018-05-19 14:01:07,37.69
2018-05-19 14:01:18,37.7
2018-05-19 14:01:29,37.71
2018-05-19 14:01:41,37.7
2018-05-19 14:01:52,37.71
2018-05-19 14:02:03,37.71
2018-05-19 14:02:14,37.73
2018-05-19 14:02:26,37.75
2018-05-19 14:02:37,37.76
2018-05-19 14:02:48,37.76
2018-05-19 14:03:00,37.76
2018-05-19 14:03:11,37.78
2018-05-19 14:03:22,37.77
2018-05-19 14:03:33,37.78
2018-05-19 14:03:45,37.78
2018-05-19 14:03:56,37.78
2018-05-19 14:04:08,37.78
2018-05-19 14:04:19,37.81
2018-05-19 14:04:30,37.81
2018-05-19 14:04:42,37.81
2018-05-19 14:04:53,37.8
2018-05-19 14:05:04,37.83
2018-05-19 14:05:15,37.83
2018-05-19 14:05:27,37.84
2018-05-19 14:05:38,37.83
2018-05-19 14:05:49,37.83
2018-05-19 14:06:00,37.84
2018-05-19 14:06:12,37.84
2018-05-19 14:06:23,37.85
2018-05-19 14:06:34,37.84
2018-05-19 14:06:45,37.85
2018-05-19 14:06:56,37.85
2018-05-19 14:07:07,37.85
2018-05-19 14:07:19,37.85
2018-05-19 14:07:30,37.86
2018-05-19 14:07:42,37.86
2018-05-19 14:07:53,37.88
2018-05-19 14:08:04,37.88
2018-05-19 14:08:16,37.88
2018-05-19 14:08:27,37.88
2018-05-19 14:08:38,37.88
2018-05-19 14:08:50,37.88
2018-05-19 14:09:01,37.88
2018-05-19 14:09:12,37.88
2018-05-19 14:09:23,37.88
2018-05-19 14:09:34,37.88
2018-05-19 14:09:46,37.88
2018-05-19 14:09:57,37.89
2018-05-19 14:10:08,37.9
2018-05-19 14:10:20,37.91
2018-05-19 14:10:31,37.91
2018-05-19 14:10:42,37.91
2018-05-19 14:10:54,37.92
2018-05-19 14:11:05,37.92
2018-05-19 14:11:17,37.95
2018-05-19 14:11:28,37.93
2018-05-19 14:11:39,37.92
2018-05-19 14:11:51,37.93
2018-05-19 14:12:02,37.95
2018-05-19 14:12:13,37.94
2018-05-19 14:12:24,37.94
2018-05-19 14:12:35,37.96
2018-05-19 14:12:47,37.95
2018-05-19 14:12:58,37.96
2018-05-19 14:13:09,37.97
